threshold,input_length_days,washout_days,algo,shuffle,n_train,n_val,train_positive_after_shuffle,val_positive_after_shuffle,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier
4,3,14,lr,0,789,217,54,1,0.7972350230414746,0.0,0.0,0.0,0.5555555555555556,0.010309278350515464,0.18994975682453172
4,3,14,lr,1,789,217,54,1,0.8387096774193549,0.0,0.0,0.0,0.763888888888889,0.019230769230769232,0.14566967996725386
4,3,14,lr,2,789,217,54,1,0.9354838709677419,0.0,0.0,0.0,0.6342592592592593,0.0125,0.05509202825650742
4,3,14,lr,3,789,217,54,1,0.7557603686635944,0.018518518518518517,1.0,0.03636363636363636,0.9814814814814814,0.2,0.20523532479834614
4,3,14,lr,4,789,217,54,1,0.8202764976958525,0.0,0.0,0.0,0.12037037037037035,0.005235602094240838,0.1583314822612443
2,7,0,lr,0,857,203,52,1,0.5467980295566502,0.0,0.0,0.0,0.5495049504950495,0.010869565217391304,0.3677625865207739
2,7,0,lr,1,857,203,52,1,0.9556650246305419,0.0,0.0,0.0,0.004950495049504955,0.0049504950495049506,0.02795376081702246
2,7,0,lr,2,857,203,52,1,0.8571428571428571,0.0,0.0,0.0,0.25742574257425743,0.006622516556291391,0.11151328136168048
2,7,0,lr,3,857,203,52,1,0.6798029556650246,0.0,0.0,0.0,0.5148514851485149,0.010101010101010102,0.25904379379072473
2,7,0,lr,4,857,203,52,1,0.9261083743842364,0.0,0.0,0.0,0.6683168316831682,0.014705882352941176,0.06970543026425105
3,3,0,xgb,0,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.18981481481481477,0.005681818181818182,0.009391321803075588
3,3,0,xgb,1,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.824074074074074,0.02564102564102564,0.006684504385154036
3,3,0,xgb,2,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.20370370370370372,0.005780346820809248,0.008191960000044617
3,3,0,xgb,3,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.28240740740740744,0.00641025641025641,0.006962933470981669
3,3,0,xgb,4,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.42592592592592593,0.008,0.010889525243023657
3,7,7,lr,0,777,203,49,1,0.5073891625615764,0.0,0.0,0.0,0.0,0.0049261083743842365,0.47598043014322045
3,7,7,lr,1,777,203,49,1,0.9605911330049262,0.0,0.0,0.0,0.26732673267326734,0.006711409395973154,0.03420589530807396
3,7,7,lr,2,777,203,49,1,0.8916256157635468,0.0,0.0,0.0,0.42079207920792083,0.00847457627118644,0.10611824217146762
3,7,7,lr,3,777,203,49,1,0.8078817733990148,0.0,0.0,0.0,0.16831683168316836,0.005917159763313609,0.1811478735275272
3,7,7,lr,4,777,203,49,1,0.8325123152709359,0.0,0.0,0.0,0.2821782178217822,0.00684931506849315,0.15520847353555906
3,7,0,xgb,0,854,203,49,1,0.9655172413793104,0.0,0.0,0.0,0.0,0.0049261083743842365,0.025791057492641052
3,7,0,xgb,1,854,203,49,1,0.9753694581280788,0.0,0.0,0.0,0.7301980198019802,0.017857142857142856,0.01847733067460183
3,7,0,xgb,2,854,203,49,1,0.9852216748768473,0.0,0.0,0.0,0.05940594059405946,0.005235602094240838,0.029503773830666925
3,7,0,xgb,3,854,203,49,1,0.8620689655172413,0.0,0.0,0.0,0.7821782178217822,0.022222222222222223,0.09824492835981474
3,7,0,xgb,4,854,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.6980198019801981,0.016129032258064516,0.017893964136061844
2,3,0,lr,0,963,217,55,1,0.6543778801843319,0.013157894736842105,1.0,0.025974025974025976,0.7592592592592593,0.018867924528301886,0.30430029904966577
2,3,0,lr,1,963,217,55,1,0.9400921658986175,0.0,0.0,0.0,0.43981481481481477,0.00819672131147541,0.04689460485911477
2,3,0,lr,2,963,217,55,1,0.6866359447004609,0.0,0.0,0.0,0.18055555555555558,0.0056179775280898875,0.26911117241630156
2,3,0,lr,3,963,217,55,1,0.8202764976958525,0.0,0.0,0.0,0.2129629629629629,0.005847953216374269,0.14795084525595908
2,3,0,lr,4,963,217,55,1,0.9124423963133641,0.0,0.0,0.0,0.6481481481481481,0.012987012987012988,0.07333404556058352
2,7,0,xgb,0,857,203,52,1,0.9753694581280788,0.0,0.0,0.0,0.5445544554455446,0.010752688172043012,0.038594489631034984
2,7,0,xgb,1,857,203,52,1,0.9901477832512315,0.0,0.0,0.0,0.08168316831683164,0.0053475935828877,0.019977430561418597
2,7,0,xgb,2,857,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.707920792079208,0.016666666666666666,0.02195089695346956
2,7,0,xgb,3,857,203,52,1,0.8916256157635468,0.0,0.0,0.0,0.8910891089108911,0.043478260869565216,0.08691126436838842
2,7,0,xgb,4,857,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.3168316831683168,0.007194244604316547,0.014323216974522901
3,3,0,lr,0,961,217,53,1,0.6728110599078341,0.0,0.0,0.0,0.13888888888888884,0.0053475935828877,0.2878108929599811
3,3,0,lr,1,961,217,53,1,0.8894009216589862,0.0,0.0,0.0,0.7175925925925926,0.016129032258064516,0.0932896859255548
3,3,0,lr,2,961,217,53,1,0.5483870967741935,0.0,0.0,0.0,0.1620370370370371,0.005494505494505495,0.37522821641182397
3,3,0,lr,3,961,217,53,1,0.7695852534562212,0.0,0.0,0.0,0.20833333333333337,0.005813953488372093,0.18539014133689224
3,3,0,lr,4,961,217,53,1,0.7880184331797235,0.0,0.0,0.0,0.7731481481481481,0.02,0.17613753799776194
2,7,7,lr,0,773,203,52,1,0.7438423645320197,0.018867924528301886,1.0,0.037037037037037035,0.7772277227722773,0.021739130434782608,0.20915219389840925
2,7,7,lr,1,773,203,52,1,0.9211822660098522,0.0,0.0,0.0,0.6732673267326733,0.014925373134328358,0.07212502906092132
2,7,7,lr,2,773,203,52,1,0.9507389162561576,0.09090909090909091,1.0,0.16666666666666666,0.9851485148514852,0.25,0.04780011773306235
2,7,7,lr,3,773,203,52,1,0.896551724137931,0.0,0.0,0.0,0.7128712871287128,0.01694915254237288,0.08632167037866015
2,7,7,lr,4,773,203,52,1,0.9507389162561576,0.0,0.0,0.0,0.8316831683168316,0.02857142857142857,0.04016388357829706
3,7,7,xgb,0,777,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.5495049504950495,0.010869565217391304,0.01054590307950664
3,7,7,xgb,1,777,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.8564356435643564,0.03333333333333333,0.009346508962531737
3,7,7,xgb,2,777,203,49,1,0.9753694581280788,0.0,0.0,0.0,0.698019801980198,0.016129032258064516,0.018900817116028572
3,7,7,xgb,3,777,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.896039603960396,0.045454545454545456,0.007449480925899959
3,7,7,xgb,4,777,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.8762376237623762,0.038461538461538464,0.005596551200085186
3,3,14,lr,0,785,217,53,1,0.8064516129032258,0.0,0.0,0.0,0.40740740740740744,0.007751937984496124,0.18610727528818402
3,3,14,lr,1,785,217,53,1,0.9124423963133641,0.0,0.0,0.0,0.8726851851851851,0.034482758620689655,0.08619552775784729
3,3,14,lr,2,785,217,53,1,0.6682027649769585,0.0,0.0,0.0,0.5810185185185185,0.010869565217391304,0.30083408522293065
3,3,14,lr,3,785,217,53,1,0.7235023041474654,0.0,0.0,0.0,0.2222222222222222,0.005917159763313609,0.2423772592951906
3,3,14,lr,4,785,217,53,1,0.8064516129032258,0.023255813953488372,1.0,0.045454545454545456,0.8472222222222221,0.029411764705882353,0.1773496124273875
4,3,7,xgb,0,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.861111111111111,0.027777777777777776,0.005688950285440387
4,3,7,xgb,1,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.27314814814814814,0.006329113924050633,0.006455908385158704
4,3,7,xgb,2,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.712962962962963,0.015873015873015872,0.014169613523055822
4,3,7,xgb,3,876,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.625,0.012195121951219513,0.010398930093638539
4,3,7,xgb,4,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.41435185185185186,0.0078125,0.008202485005837909
2,3,7,lr,0,867,217,55,1,0.8847926267281107,0.0,0.0,0.0,0.8009259259259259,0.022727272727272728,0.09804021313755625
2,3,7,lr,1,867,217,55,1,0.8433179723502304,0.0,0.0,0.0,0.09722222222222221,0.00510204081632653,0.14807905191367934
2,3,7,lr,2,867,217,55,1,0.8433179723502304,0.0,0.0,0.0,0.5092592592592593,0.009345794392523364,0.13912521930755373
2,3,7,lr,3,867,217,55,1,0.9170506912442397,0.0,0.0,0.0,0.09722222222222221,0.00510204081632653,0.06979355033299942
2,3,7,lr,4,867,217,55,1,0.8940092165898618,0.0,0.0,0.0,0.4629629629629629,0.008547008547008548,0.09734498150276588
3,3,7,lr,0,871,217,53,1,0.9262672811059908,0.0,0.0,0.0,0.5925925925925926,0.011235955056179775,0.05717188787946587
3,3,7,lr,1,871,217,53,1,0.7972350230414746,0.022222222222222223,1.0,0.043478260869565216,0.8287037037037037,0.02631578947368421,0.18646047285582423
3,3,7,lr,2,871,217,53,1,0.8433179723502304,0.02857142857142857,1.0,0.05555555555555555,0.9166666666666667,0.05263157894736842,0.14043765061539984
3,3,7,lr,3,871,217,53,1,0.8663594470046083,0.0,0.0,0.0,0.16666666666666663,0.0055248618784530384,0.11030415620020506
3,3,7,lr,4,871,217,53,1,0.8986175115207373,0.0,0.0,0.0,0.7962962962962963,0.022222222222222223,0.07519286104040883
2,3,7,xgb,0,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.9722222222222222,0.14285714285714285,0.00682563879265638
2,3,7,xgb,1,867,217,55,1,0.9815668202764977,0.0,0.0,0.0,0.07407407407407407,0.004975124378109453,0.02789666640212788
2,3,7,xgb,2,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.1620370370370371,0.005494505494505495,0.008604487300231793
2,3,7,xgb,3,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.11111111111111116,0.0051813471502590676,0.007269085394721964
2,3,7,xgb,4,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.8472222222222222,0.029411764705882353,0.005948002380789293
2,3,14,lr,0,783,217,55,1,0.8248847926267281,0.0,0.0,0.0,0.09722222222222221,0.00510204081632653,0.15784860823801355
2,3,14,lr,1,783,217,55,1,0.7096774193548387,0.0,0.0,0.0,0.4050925925925926,0.007692307692307693,0.2599851022306848
2,3,14,lr,2,783,217,55,1,0.7788018433179723,0.0,0.0,0.0,0.4328703703703704,0.008064516129032258,0.1934560928264832
2,3,14,lr,3,783,217,55,1,0.6912442396313364,0.0,0.0,0.0,0.39814814814814814,0.007633587786259542,0.27374945636961234
2,3,14,lr,4,783,217,55,1,0.8894009216589862,0.0,0.0,0.0,0.29166666666666663,0.006493506493506494,0.08830446511404809
4,7,14,xgb,0,723,203,51,1,0.9753694581280788,0.0,0.0,0.0,0.6138613861386139,0.012658227848101266,0.028452953565888325
4,7,14,xgb,1,723,203,51,1,0.9605911330049262,0.0,0.0,0.0,0.8811881188118812,0.04,0.041459994612385226
4,7,14,xgb,2,723,203,51,1,0.9704433497536946,0.0,0.0,0.0,0.5594059405940595,0.011111111111111112,0.018183982694228894
4,7,14,xgb,3,723,203,51,1,0.9852216748768473,0.0,0.0,0.0,0.504950495049505,0.009900990099009901,0.02476876337366838
4,7,14,xgb,4,723,203,51,1,0.9901477832512315,0.0,0.0,0.0,0.43069306930693074,0.008620689655172414,0.0258526754079174
2,7,7,xgb,0,773,203,52,1,0.9507389162561576,0.0,0.0,0.0,0.10396039603960394,0.005494505494505495,0.043612211213461635
2,7,7,xgb,1,773,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.6287128712871287,0.013157894736842105,0.016790930990228867
2,7,7,xgb,2,773,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.8960396039603961,0.045454545454545456,0.01392420077815946
2,7,7,xgb,3,773,203,52,1,0.9408866995073891,0.0,0.0,0.0,0.2722772277227723,0.006756756756756757,0.047958393062950036
2,7,7,xgb,4,773,203,52,1,0.9753694581280788,0.0,0.0,0.0,0.7277227722772277,0.017857142857142856,0.011588184075660417
4,3,14,xgb,0,789,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.8402777777777778,0.027777777777777776,0.005424345718051975
4,3,14,xgb,1,789,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.6296296296296297,0.012345679012345678,0.0071137172160488015
4,3,14,xgb,2,789,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.7407407407407407,0.017543859649122806,0.010489681080829698
4,3,14,xgb,3,789,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.43981481481481477,0.00819672131147541,0.010002189619071462
4,3,14,xgb,4,789,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.375,0.007352941176470588,0.006637735812638404
2,7,14,lr,0,716,203,52,1,0.8423645320197044,0.030303030303030304,1.0,0.058823529411764705,0.8762376237623762,0.038461538461538464,0.12548836876632558
2,7,14,lr,1,716,203,52,1,0.8719211822660099,0.037037037037037035,1.0,0.07142857142857142,0.8762376237623762,0.038461538461538464,0.11657892354864906
2,7,14,lr,2,716,203,52,1,0.7536945812807881,0.0196078431372549,1.0,0.038461538461538464,0.8118811881188118,0.02564102564102564,0.21552224614882073
2,7,14,lr,3,716,203,52,1,0.5911330049261084,0.0,0.0,0.0,0.28712871287128716,0.006896551724137931,0.3577350187123432
2,7,14,lr,4,716,203,52,1,0.5270935960591133,0.010309278350515464,1.0,0.02040816326530612,0.9554455445544554,0.1,0.40871713111283153
3,7,14,xgb,0,717,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.9603960396039604,0.1111111111111111,0.009634841045393739
3,7,14,xgb,1,717,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.2178217821782178,0.006289308176100629,0.011236989084860777
3,7,14,xgb,2,717,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.6435643564356436,0.0136986301369863,0.008038236186231713
3,7,14,xgb,3,717,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.905940594059406,0.05,0.0050868227163407805
3,7,14,xgb,4,717,203,49,1,0.9753694581280788,0.0,0.0,0.0,0.1732673267326733,0.005952380952380952,0.012962052372692476
3,3,7,xgb,0,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.712962962962963,0.015873015873015872,0.010270086065231674
3,3,7,xgb,1,871,217,53,1,0.9907834101382489,0.0,0.0,0.0,0.4699074074074074,0.008620689655172414,0.008070211394459407
3,3,7,xgb,2,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.736111111111111,0.017241379310344827,0.005680940007401676
3,3,7,xgb,3,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.18518518518518523,0.005649717514124294,0.010151752024721775
3,3,7,xgb,4,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.36111111111111116,0.007194244604316547,0.007270553144723337
3,7,14,lr,0,717,203,49,1,0.8571428571428571,0.0,0.0,0.0,0.6782178217821782,0.015151515151515152,0.12374323435197045
3,7,14,lr,1,717,203,49,1,0.8374384236453202,0.0,0.0,0.0,0.0,0.0049261083743842365,0.15031433622437648
3,7,14,lr,2,717,203,49,1,0.9359605911330049,0.0,0.0,0.0,0.26732673267326734,0.006711409395973154,0.060822746511104676
3,7,14,lr,3,717,203,49,1,0.8866995073891626,0.0,0.0,0.0,0.3465346534653465,0.007518796992481203,0.10408205986989826
3,7,14,lr,4,717,203,49,1,0.6305418719211823,0.0,0.0,0.0,0.49504950495049505,0.009708737864077669,0.3353109990080977
2,3,14,xgb,0,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.31018518518518523,0.006666666666666667,0.008708461712522679
2,3,14,xgb,1,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.6458333333333334,0.01282051282051282,0.006190804332577553
2,3,14,xgb,2,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.5949074074074074,0.011235955056179775,0.0059783318328999495
2,3,14,xgb,3,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.3287037037037037,0.00684931506849315,0.010719573768715952
2,3,14,xgb,4,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.6990740740740741,0.015151515151515152,0.00958949831564711
3,3,14,xgb,0,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.6851851851851851,0.014492753623188406,0.00717403133483517
3,3,14,xgb,1,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.736111111111111,0.01694915254237288,0.006646335366924521
3,3,14,xgb,2,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.775462962962963,0.02,0.007083912603831281
3,3,14,xgb,3,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.1342592592592593,0.005319148936170213,0.005971179369788684
3,3,14,xgb,4,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.03240740740740744,0.004761904761904762,0.015582449824664144
4,7,14,lr,0,723,203,51,1,0.7635467980295566,0.0,0.0,0.0,0.5297029702970297,0.010416666666666666,0.1508137242546312
4,7,14,lr,1,723,203,51,1,0.5320197044334976,0.010416666666666666,1.0,0.020618556701030927,0.8564356435643564,0.03333333333333333,0.26715909149800904
4,7,14,lr,2,723,203,51,1,0.8226600985221675,0.0,0.0,0.0,0.20792079207920788,0.006211180124223602,0.10810298510224672
4,7,14,lr,3,723,203,51,1,0.5911330049261084,0.0,0.0,0.0,0.16831683168316836,0.005917159763313609,0.23589452717171824
4,7,14,lr,4,723,203,51,1,0.7635467980295566,0.0,0.0,0.0,0.6584158415841584,0.014285714285714285,0.15995224336009528
2,7,14,xgb,0,716,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.8762376237623762,0.038461538461538464,0.005055430629438864
2,7,14,xgb,1,716,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.07920792079207917,0.0053475935828877,0.005504253532137602
2,7,14,xgb,2,716,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.48514851485148514,0.009523809523809525,0.006294014050922293
2,7,14,xgb,3,716,203,52,1,0.9901477832512315,0.0,0.0,0.0,0.6633663366336634,0.014492753623188406,0.015298980305128095
2,7,14,xgb,4,716,203,52,1,0.9852216748768473,0.0,0.0,0.0,0.504950495049505,0.009900990099009901,0.011935283331042929
